constant,default,multiplier,value,ordering_valid,n,eo_mean,ec_mean,dz,t,p,n_up,ec_frac_rhythmic,eo_frac_rhythmic,dz_norej,p_norej,n_up_norej,rho_Q_RI,top1_frac_below2,frac_label_changed,rank_corr_vs_base,frac_rhythmic,exemplar_RI,comparison_RI,maxQ_RI,all_conclusions_hold
t_c,0.5,1.0,0.5,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.05,0.525,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.1,0.55,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.15,0.575,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.2,0.6,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.25,0.625,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.3,0.65,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.35,0.675,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.4,0.7,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_c,0.5,1.45,0.725,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
