scale,m_t_c,m_t_cw,m_t_r,m_t_rw,m_t_min,dz,p,n_up,ec_frac_rhythmic,eo_frac_rhythmic,rho,top1,exemplar_RI,comparison_RI,frac_label_changed,hold,eeg_hold
0.1,0.5308639650873648,0.28508567666297063,0.43149175476281193,0.20760136788841793,0.093428456359119,1.3599440231975901,0.00011909398794109359,15,0.44649446494464945,0.010638297872340425,-0.053125746969495145,1.0,2.2775694229186825,1.3169517100218033,0.02747528899313118,True,True
0.1,0.5358148520283539,0.28591041582448307,0.4390309523071797,0.18147577604016288,0.09440671242160131,1.3529299823156338,0.00012513496857113454,15,0.4280442804428044,0.010638297872340425,0.011000442724625295,1.0,2.2556305409209303,1.4029099145275188,0.03174736136706316,True,True
0.1,0.5267938966555088,0.28058828024247806,0.3610649210350659,0.18582317180642882,0.106240081276976,1.5070875861782485,4.316065982188184e-05,15,0.5756457564575646,0.06382978723404255,0.010700659033811108,1.0,2.5267633049098057,1.3886061492189858,0.03627073211593232,True,True
0.1,0.48681871044595637,0.3093327178188209,0.4365140247435901,0.21783213595431894,0.09791261279360464,1.3657031977577825,0.00011436084872138984,15,0.4354243542435424,0.010638297872340425,-0.039322566260846785,1.0,2.2628704712301233,1.2832905222191622,0.0336739822415815,True,True
0.1,0.4717023881889487,0.2936164260147718,0.412854718585548,0.2155772910852446,0.1038413531948172,1.4179216599886462,7.941618037887275e-05,15,0.46863468634686345,0.02127659574468085,-0.036178432995090645,1.0,2.3352413023523866,1.2907093940100993,0.01951750712012062,True,True
0.1,0.4599947030294366,0.2803367694749187,0.3777812012020678,0.1820826741780932,0.10690069249852555,1.4668109975078003,5.673176976338007e-05,15,0.5461254612546126,0.06382978723404255,0.017312752229506054,1.0,2.459206202882596,1.400913103333447,0.027223990618194003,True,True
0.1,0.4516692571499629,0.3037163764501126,0.3771759055286692,0.1998234737731896,0.09600746555429125,1.4108849900601301,8.338921093058811e-05,15,0.5461254612546126,0.06382978723404255,-0.009148145790462166,1.0,2.461547951621724,1.3425424724000825,0.017758418495560396,True,True
0.1,0.46958625131930326,0.31444456014737576,0.36531666480805114,0.207340052776793,0.09833993724404343,1.4624798353305744,5.84361671105108e-05,15,0.5756457564575646,0.06382978723404255,-0.011164281172684724,1.0,2.4947555014249714,1.3178114868236441,0.031496062992125984,True,True
0.1,0.5109379075112291,0.30019713507983775,0.3665028806498252,0.18405782491206538,0.1013491410469512,1.4725407763099665,5.455637961366092e-05,15,0.5719557195571956,0.06382978723404255,0.025240316370733738,1.0,2.504110066335868,1.3944144788541806,0.0262187971184453,True,True
0.1,0.47179163723086615,0.3063224762297693,0.4022839021120273,0.21018500582344518,0.09528604942760456,1.3821084121964844,0.00010192150716818916,15,0.4833948339483395,0.031914893617021274,-0.030348325944299443,1.0,2.370327445946324,1.308451046026219,0.013235047746691238,True,True
0.1,0.510328306953366,0.31571317597456977,0.3877607045786251,0.2064884802192124,0.09513530701998205,1.3938427763082808,9.389400221456906e-05,15,0.5202952029520295,0.0425531914893617,-0.012825229484852183,1.0,2.421651718746343,1.3206133237535456,0.02236555536940861,True,True
0.1,0.493407124591434,0.3258692449531696,0.3694259876170333,0.21160101769205047,0.10596165402364638,1.471024029251613,5.512361754900914e-05,15,0.5645756457564576,0.06382978723404255,0.004107779270201779,1.0,2.4493218547651225,1.3037920955805766,0.041799296364550174,True,True
0.1,0.47037006650415436,0.2894688670762698,0.42023172918182744,0.21256418165859234,0.0926508633361585,1.3679007474777733,0.0001126067711811896,15,0.4575645756457565,0.02127659574468085,-0.06209553416022144,1.0,2.3118016414414386,1.3006231015271819,0.023705813369073545,True,True
0.1,0.4974740756344648,0.2949397984323356,0.37687837505510013,0.2080701900405785,0.09325994055775169,1.4036417085817627,8.769583803648845e-05,15,0.5461254612546126,0.06382978723404255,-0.04287015428333664,1.0,2.462701785545271,1.3154091952850542,0.023789579494052606,True,True
0.1,0.4841337151693827,0.29368304388996974,0.42103480885263517,0.2063980991408274,0.10475412363656432,1.4259680208170045,7.511381483968841e-05,15,0.4575645756457565,0.02127659574468085,-0.01579839545159576,1.0,2.3092995176069637,1.3209106948241947,0.020522700619869324,True,True
0.1,0.5149457182801657,0.3073843530126749,0.43978101880380277,0.20246643585516974,0.10524270761055253,1.3882552482604256,9.7630989314632e-05,15,0.42435424354243545,0.010638297872340425,0.005532962591824752,1.0,2.2534890060192128,1.3338466205907435,0.029653208242586698,True,True
0.1,0.5259771135391059,0.31243730777673157,0.4390068636842068,0.21573237736251807,0.09844325939170462,1.358849325705305,0.00012001647010146509,15,0.4280442804428044,0.010638297872340425,-0.029649573680945937,1.0,2.2556994382735587,1.2901991304334757,0.034679175741330205,True,True
0.1,0.4900526798479125,0.30791752410856343,0.42866050770254827,0.19943030075893475,0.09313757075767778,1.3650048828330457,0.00011492417474664199,15,0.45387453874538747,0.010638297872340425,-0.007730691209011706,1.0,2.2860076032686933,1.3438360869739356,0.024794772993801308,True,True
